run_id,run_mode,split_label,split,dataset_id,system_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,corruption_target_space,corruption_config_hash,corruption_manifest_hash,applied_corruption_manifest_path,applied_corruption_manifest_file_sha256,clean_input_bundle_hash,corrupted_input_bundle_hash,input_hash_clean,input_hash_corrupted,score_hash_clean,score_hash_corrupted,feature_mask_hash,failed_specialists,distribution_shift_descriptor,specialist_ids,specialist_count,corrupted_rows,trace_path,trace_sha256,trace_rows,trace_required,trace_format,trace_schema_hash
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__primary_1003,0.1,1003,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,5da66ef34f69c463e7bfce3f1dc318cfa8dba07f1ed518350c348c6ee71301a6,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__primary_1003.yaml,e6623d5de4b541267ec9c2e7f450b931974b1a9f626913b3fd23544181b7fc94,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,32f1e63b5220ca4468ff5846124b75b089c708430c372e5672bf8746f7b448db,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,682c14850918c099339377b3a28414ba1ce41c49a059fbe806fa14c50f020e89,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__primary_1003.npz,5acdc051573f8fbac48fdcdc9dca7efd42e0cdb0e79f64a02364bc20daf18029,57,True,columnar_npz,2410d87ff26e21f51e675166c6eea50e3a2db0ac6fbd430f9c300a316e36998f
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__primary_1003,0.1,1003,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,5da66ef34f69c463e7bfce3f1dc318cfa8dba07f1ed518350c348c6ee71301a6,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__primary_1003.yaml,e6623d5de4b541267ec9c2e7f450b931974b1a9f626913b3fd23544181b7fc94,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,32f1e63b5220ca4468ff5846124b75b089c708430c372e5672bf8746f7b448db,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,682c14850918c099339377b3a28414ba1ce41c49a059fbe806fa14c50f020e89,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\pure_mavs_gc\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__primary_1003.npz,b614dfde57148a500004631b337ee28be235ab8094f410e2eff9879491d56cc1,57,True,columnar_npz,d68c94581a0426848f85326606d7a7dd3d93449b34c86ad51c0c2e66d1a2f1e9
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9001,0.1,9001,shadow,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,e456c9e8414b46eb2d59a6cb897899c9adec3f84e0c5e1ed30ed27c87bd2451b,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9001.yaml,005f714fc89b2e3647acd503377519ac9f0fcd7e6f0b3879ee7367e60eea50d0,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,32f1e63b5220ca4468ff5846124b75b089c708430c372e5672bf8746f7b448db,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,682c14850918c099339377b3a28414ba1ce41c49a059fbe806fa14c50f020e89,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9001.npz,947f8c2e230424b563879d2b4cc861220de41b0aeb7677f1af2e56da268872b4,57,True,columnar_npz,75ee4e75ada893352a53574c3d31abf62f49e38ad2f23c162ef9a6c2cceaf0a6
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9001,0.1,9001,shadow,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,e456c9e8414b46eb2d59a6cb897899c9adec3f84e0c5e1ed30ed27c87bd2451b,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9001.yaml,005f714fc89b2e3647acd503377519ac9f0fcd7e6f0b3879ee7367e60eea50d0,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,32f1e63b5220ca4468ff5846124b75b089c708430c372e5672bf8746f7b448db,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,682c14850918c099339377b3a28414ba1ce41c49a059fbe806fa14c50f020e89,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\pure_mavs_gc\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9001.npz,3d236b1a657c7e80249b8e16726d2b9b999132a0b3ca529b2a8ff747dd5a1c8d,57,True,columnar_npz,db142e9c2974edc30581460f40edbf6dd82bc81fed07a7fe5cb8bf73e6d7f112
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9002,0.1,9002,shadow,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,b79d676f8fecadb23b1ffc5dd283686933ad2d075339237145429962f742cb77,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9002.yaml,e0000c76f6420eb4fd95f3f8dab0d5887fc24071f1fa6c52c15f91ef99ff8361,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,32f1e63b5220ca4468ff5846124b75b089c708430c372e5672bf8746f7b448db,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,682c14850918c099339377b3a28414ba1ce41c49a059fbe806fa14c50f020e89,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9002.npz,951db2ce94b07b7d31c94df3effc82e5d0801f4ab488afb450070569e018c285,57,True,columnar_npz,407d70971656964e0be87a97c0ed1aff057ea62cc6933116ed0c68b34a13f789
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9002,0.1,9002,shadow,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,b79d676f8fecadb23b1ffc5dd283686933ad2d075339237145429962f742cb77,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9002.yaml,e0000c76f6420eb4fd95f3f8dab0d5887fc24071f1fa6c52c15f91ef99ff8361,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,32f1e63b5220ca4468ff5846124b75b089c708430c372e5672bf8746f7b448db,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,682c14850918c099339377b3a28414ba1ce41c49a059fbe806fa14c50f020e89,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\pure_mavs_gc\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p10__shadow_9002.npz,4fda73b7d749c317fd880672708b8d82799825df0b18e98683b63fdd1896baf0,57,True,columnar_npz,db8bf3ca33e36b39657c55cdd1ebc511be72b15d53e2596bdf9913f0a41722ba
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1001,0.2,1001,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,e7df4b73ab15506bd23ff9bf311d2914c62d05792cf95931743096a14e40e1c2,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1001.yaml,69451626adfc53d1706b71f78987149f731038888ce29d1549b941cdbaf04cd5,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1001.npz,ba199006408ada2f268a1c86d1c04335373b761003b37f29c3fbd1156b82214e,57,True,columnar_npz,dada45692f8fb59a26681ddfa8bc0c554e2c9aec914364d17696e32ac52b092c
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1001,0.2,1001,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,e7df4b73ab15506bd23ff9bf311d2914c62d05792cf95931743096a14e40e1c2,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1001.yaml,69451626adfc53d1706b71f78987149f731038888ce29d1549b941cdbaf04cd5,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\pure_mavs_gc\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1001.npz,99d83470cb5be2e08409004c4ed341ffcf46adba36afafc7a0b5d71319fbd02f,57,True,columnar_npz,c587a933ae15488258865b3440d046082c82c9ec777245bafbb3255dc3b4da71
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1002,0.2,1002,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,a697f378121b8377783e941d072bfaf0d25bcb1a7605687ea70b38133db3c474,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1002.yaml,35dd1808a5222c0dd045f2ca2bf8ff7223f7c04d8eb71dab9d0c4346eae2df21,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1002.npz,735fdfef3f82521f1b0f7116d86c25cdd8a6c195931bee4df9c2549ebe2e04cd,57,True,columnar_npz,83c42634f89ce1a471839c212e67fcc770ea5a1f6c497d016b4301ce465c20e8
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1002,0.2,1002,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,a697f378121b8377783e941d072bfaf0d25bcb1a7605687ea70b38133db3c474,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1002.yaml,35dd1808a5222c0dd045f2ca2bf8ff7223f7c04d8eb71dab9d0c4346eae2df21,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\pure_mavs_gc\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1002.npz,6201e43bea518491ea4e29e1a2b5ef0fa5abba6622e09c19058e1da64e25ab5d,57,True,columnar_npz,0ea8062f25fb9247176691af9cad84ad6c75d78c67aad41dde823b0f04974584
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1003,0.2,1003,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,fc405bdbe644a649c8ff3062ba70ac04c3e6f046ebc4d30cff30c493713c1f05,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1003.yaml,61b6b944c8fac1c469c225e22f8e0524b721593145f7775f85a29e90a0357449,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1003.npz,90c24f68f4c756c9f0eaffab56c3e6955698cb9f2989fa895c7a5f742e5ce1a0,57,True,columnar_npz,e04d1436baaf3e8b1744249cc33fa8341109727bfb8f29f4315b60b32d756c77
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1003,0.2,1003,primary,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,fc405bdbe644a649c8ff3062ba70ac04c3e6f046ebc4d30cff30c493713c1f05,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1003.yaml,61b6b944c8fac1c469c225e22f8e0524b721593145f7775f85a29e90a0357449,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\pure_mavs_gc\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__primary_1003.npz,10050549a743ddea8dfaea7d821129e4daffe529999bed3ad60810d4b7ed83fe,57,True,columnar_npz,bb57cc145372c83e10b4df7be1157b2d5f380b3864b43da9d2141fb796ef4d92
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9001,0.2,9001,shadow,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,62c48d70b3aafa841d301296a720907b80a6f056e7064400c70c0541bb6b4aa7,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9001.yaml,9ccdbf80bb195e3fb8f8db9babcdff6b664d67c23547845e41a2635841ffff7a,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9001.npz,e117cb44e7fb894e9a89a735c6000654b8b89530cb852c18cb29492b35b1057b,57,True,columnar_npz,3263773f83855cf52966ebec093c9fff5e70f9afe3d68ffe871053cb0a6e4535
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9001,0.2,9001,shadow,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,62c48d70b3aafa841d301296a720907b80a6f056e7064400c70c0541bb6b4aa7,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9001.yaml,9ccdbf80bb195e3fb8f8db9babcdff6b664d67c23547845e41a2635841ffff7a,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\pure_mavs_gc\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9001.npz,8a78747456eef8bbe5b57daf44991caaaca9be208faa1a2ed878b7d781c770b2,57,True,columnar_npz,5f2523bba2472b908ca46d6d1b11ab5ee408448a5c1142848999ad21537f29bd
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,confidence_distortion,breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9002,0.2,9002,shadow,scores,41a1251450067c2b5f7db3a77e48671c70cc4cdbb81f4e454d412f7cdfedb78e,bc35961d8f87c1e7509694e5b798269edc9ec1d5b02b9ee7ad228aeada50bc02,C:\Users\Saif malik\MAVS-Ch10B\results\stress_runs\phase3_locked_full_v1\applied_manifests\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9002.yaml,5347b5517b59c210fad3bad4fdaf016d828643a7f545b5d392836e19931d501c,46085a9cfad1f7e98afea1dcd7f38908d4214dbb76851eba7fa9d002c4fd0bb8,5a308dff7b855f021d057e45e2806aa8fd27367ae54082a101ac2fdc3af9e33b,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,2d025701ef2b4ebb32e1391b4dd91b4f36a550dbbf96cf2f5af468b055efd1ed,47aed8fe18c2496f6445510c5f24ddd8688d1775039614accbd485515a2dca77,3ca2d6f5ac16451739bbce0d8730bc87a2d6f2537a05ebce03c7d5071564aaef,ab36e0fa9dc036d71780162cffdb4092a4d2aff8e73078e00218e92f360e5def,,{},random_forest|gradient_boosted_trees|mlp,3,57,C:\Users\Saif malik\MAVS-Ch10B\results\corruption_traces\phase3_locked_full_v1\traces\veto_mavs\confidence_distortion\breast_cancer_wisconsin__locked_benchmark__confidence_distortion__level_0p20__shadow_9002.npz,230d31d5fcab64f85b3c939a7416ecd7675076eb08474e869acbbc5a8e267603,57,True,columnar_npz,0eca125adc9c1f60c925e3c8ba888a3edcfc67ba1767df577cf8aab4889bade6
